Source	Sink	Source_Followings	Source_Followers	Sink_Followers	Distance	Real	Common_Followings	Com_Followings_Ratio	Followers_Ratio	Indirect_Followings	Inv_Indirect_Followings
1387888	241440	105	12	2	1	1	0	0.0	0.16666666666666666	0	0
3292987	4811488	13	12	712	1	1	0	0.0	59.333333333333336	0	0
3628694	1570246	186	21	4	1	1	0	0.0	0.19047619047619047	2	0
3471881	1084664	851	80	64	1	1	0	0.0	0.8	26	0
89251	570074	319	16	55	1	1	0	0.0	3.4375	3	0
730950	1407200	768	42	361	1	1	0	0.0	8.595238095238095	6	0
4594318	1388590	146	9	352	1	1	1	0.00684931506849315	39.111111111111114	4	0
1388590	850017	72	352	1349	1	1	18	0.25	3.8323863636363638	33	32
850017	3264	213	1349	7	1	1	0	0.0	0.005189028910303929	0	0
305679	185896	25	1	622	1	1	3	0.12	622.0	2	0
185896	4579076	117	622	6	1	1	0	0.0	0.00964630225080386	0	0
3662667	3938928	158	90	271	1	1	21	0.13291139240506328	3.011111111111111	20	15
4677576	4636630	1655	103	7	1	1	0	0.0	0.06796116504854369	2	0
2570264	813393	205	9	1	1	1	0	0.0	0.1111111111111111	0	0
631782	2794818	2	3	17	1	1	0	0.0	5.666666666666667	1	0
1603868	1367403	42	7	5	1	1	0	0.0	0.7142857142857143	3	0
473016	4382293	73	75	124	1	1	0	0.0	1.6533333333333333	0	0
4382293	4295907	105	124	87	1	1	0	0.0	0.7016129032258065	3	0
1506917	746711	57	18	757	1	1	9	0.15789473684210525	42.05555555555556	12	8
746711	3760120	389	757	76	1	1	43	0.11053984575835475	0.10039630118890357	21	53
3760120	1910862	394	76	1	1	1	0	0.0	0.013157894736842105	0	0
3208841	4195607	57	8	12	1	1	0	0.0	1.5	3	0
1771414	2371893	12	4	60	1	1	6	0.5	15.0	6	4
2371893	2762557	149	60	176	1	1	0	0.0	2.933333333333333	3	0
4592892	3854704	219	12	86	1	1	0	0.0	7.166666666666667	4	0
1072715	3309523	57	15	10	1	1	12	0.21052631578947367	0.6666666666666666	8	9
3309523	1970076	14	10	64	1	1	9	0.6428571428571429	6.4	9	9
1970076	2432874	64	64	18	1	1	3	0.046875	0.28125	3	1
2432874	1199298	17	18	894	1	1	3	0.17647058823529413	49.666666666666664	4	0
3512824	3757508	83	5	4	1	1	0	0.0	0.8	0	0
2676022	2234620	123	10	149	1	1	0	0.0	14.9	2	0
3101239	2362804	1614	125	140	1	1	0	0.0	1.12	14	0
440727	1253034	23	2	1	1	1	0	0.0	0.5	0	0
3959630	3246301	79	3	2	1	1	0	0.0	0.6666666666666666	1	0
45028	3352557	2021	243	45	1	1	0	0.0	0.18518518518518517	13	0
1017643	3043	46	12	209	1	1	10	0.21739130434782608	17.416666666666668	10	5
3043	98420	55	209	339	1	1	7	0.12727272727272726	1.6220095693779903	20	8
98420	2621585	56	339	50	1	1	14	0.25	0.14749262536873156	6	21
2621585	3831369	96	50	13	1	1	0	0.0	0.26	1	0
4479896	6426	1132	52	357	1	1	0	0.0	6.865384615384615	8	0
1081432	3398526	14	5	66	1	1	0	0.0	13.2	6	0
2958741	2505887	133	3	129	1	1	0	0.0	43.0	0	0
4519448	3189201	221	72	27	1	1	0	0.0	0.375	1	0
943581	597924	203	26	1173	1	1	0	0.0	45.11538461538461	16	0
3832997	4155548	13	90	1	1	1	0	0.0	0.011111111111111112	0	0
3448868	4243237	833	248	2	1	1	0	0.0	0.008064516129032258	1	0
2692067	334620	1704	98	9	1	1	0	0.0	0.09183673469387756	0	0
4740315	2968089	164	43	121	1	1	0	0.0	2.813953488372093	3	0
2670064	1650213	745	30	206	1	1	0	0.0	6.866666666666666	9	0
4062175	225570	8522	248	223	1	1	0	0.0	0.8991935483870968	69	0
1086912	1975993	33398	907	14	1	1	0	0.0	0.015435501653803748	3	0
198776	3779328	169	32	46	1	1	26	0.15384615384615385	1.4375	5	10
3779328	575446	730	46	36	1	1	0	0.0	0.782608695652174	8	0
992233	746117	453	57	45	1	1	108	0.23841059602649006	0.7894736842105263	8	8
746117	632005	760	45	230	1	1	0	0.0	5.111111111111111	26	0
4330238	902000	46	122	249	1	1	23	0.5	2.040983606557377	18	33
902000	4154909	695	249	68	1	1	37	0.053237410071942444	0.27309236947791166	21	36
4154909	1839863	162	68	39	1	1	22	0.13580246913580246	0.5735294117647058	16	9
1839863	1392121	71	39	904	1	1	40	0.5633802816901409	23.17948717948718	30	30
4339647	2388735	196	26	403	1	1	31	0.15816326530612246	15.5	11	7
2388735	3603508	4921	403	11	1	1	0	0.0	0.02729528535980149	5	0
504000	4823828	407	75	124	1	1	21	0.051597051597051594	1.6533333333333333	22	10
4823828	3050988	208	124	17	1	1	0	0.0	0.13709677419354838	1	0
3488943	1225658	644	2	1	1	1	0	0.0	0.5	0	0
4106501	310733	1969	224	10	1	1	0	0.0	0.044642857142857144	2	0
2943892	3735127	163	64	187	1	1	2	0.012269938650306749	2.921875	2	0
3735127	2894811	14	187	16	1	1	0	0.0	0.0855614973262032	0	0
1047243	3640506	5	2	26	1	1	0	0.0	13.0	0	0
1559310	2418895	44	13	43	1	1	0	0.0	3.3076923076923075	15	0
2164765	3132209	208	11	1	1	1	0	0.0	0.09090909090909091	0	0
1240262	32999	5	2	75	1	1	0	0.0	37.5	0	0
3442800	213018	58	15	290	1	1	12	0.20689655172413793	19.333333333333332	11	10
213018	993499	399	290	10	1	1	0	0.0	0.034482758620689655	8	0
4381145	3618907	29	19	17	1	1	8	0.27586206896551724	0.8947368421052632	10	7
3618907	3056533	19	17	1117	1	1	3	0.15789473684210525	65.70588235294117	7	2
3056533	3069376	25	1117	71	1	1	15	0.6	0.06356311548791406	14	27
3069376	4524886	71	71	170	1	1	27	0.38028169014084506	2.3943661971830985	19	15
4524886	4521308	105	170	13	1	1	0	0.0	0.07647058823529412	5	0
3007111	1458450	90	291	10	1	1	0	0.0	0.03436426116838488	2	0
4866488	209265	1117	117	73	1	1	0	0.0	0.6239316239316239	12	0
4549703	978623	81	9	226	1	1	6	0.07407407407407407	25.11111111111111	10	0
978623	1040012	52	226	20	1	1	0	0.0	0.08849557522123894	0	0
3764177	109133	64567	1036	75	1	1	0	0.0	0.07239382239382239	65	0
3253453	2727581	893	194	757	1	1	162	0.18141097424412095	3.902061855670103	97	88
2727581	2540979	7394	757	245	1	1	334	0.04517176088720584	0.3236459709379128	141	160
2540979	985391	1451	245	8	1	1	0	0.0	0.0326530612244898	2	0
2853821	4834923	45	3	1	1	1	0	0.0	0.3333333333333333	0	0
4705270	2126155	168	30	15	1	1	0	0.0	0.5	0	0
3873762	2725710	81	175	28	1	1	0	0.0	0.16	2	0
4488963	3998351	1762	362	65	1	1	0	0.0	0.17955801104972377	18	0
1354059	3505283	37	5	573	1	1	1	0.02702702702702703	114.6	4	0
3505283	2770509	13	573	798	1	1	5	0.38461538461538464	1.3926701570680629	2	72
2770509	181769	316	798	169	1	1	0	0.0	0.21177944862155387	8	0
4415121	124027	69	9	1	1	1	0	0.0	0.1111111111111111	0	0
3908200	4588598	32	3	141	1	1	1	0.03125	47.0	1	1
4588598	3441326	182	141	49	1	1	0	0.0	0.3475177304964539	3	0
2304836	4484544	151	19	56	1	1	0	0.0	2.9473684210526314	4	0
3948848	3702208	1	4	468	1	1	0	0.0	117.0	0	1
3702208	4489853	229	468	3	1	1	1	0.004366812227074236	0.00641025641025641	1	1
4489853	766318	25	3	831	1	1	1	0.04	277.0	1	1
611949	4668377	212	99	17	1	1	0	0.0	0.1717171717171717	3	0
3524438	2502456	2423	51	719	1	1	201	0.08295501444490301	14.098039215686274	32	30
2502456	2821786	50728	719	17	1	1	0	0.0	0.02364394993045897	13	0
3953076	3299884	4	3	2	1	1	0	0.0	0.6666666666666666	0	0
2310265	1478816	6279	241	35	1	1	8	0.0012740882306099697	0.14522821576763487	8	1
1478816	595416	165	35	248	1	1	0	0.0	7.085714285714285	5	0
3888782	4417382	86	7	477	1	1	11	0.12790697674418605	68.14285714285714	7	2
4417382	448241	512	477	3	1	1	0	0.0	0.006289308176100629	0	0
1406393	4646030	18	35	1	1	1	0	0.0	0.02857142857142857	0	0
3566847	3185424	1106	155	304	1	1	0	0.0	1.961290322580645	51	0
1227855	1731754	4546	157	4	1	1	0	0.0	0.025477707006369428	0	0
2529079	3809886	1028	83	1054	1	1	0	0.0	12.698795180722891	63	0
15410	4155825	52	5	336	1	1	0	0.0	67.2	0	0
383377	3210032	120	27	96	1	1	10	0.08333333333333333	3.5555555555555554	5	0
2310265	2717060	6279	241	3	1	1	0	0.0	0.012448132780082987	1	0
3141828	4656285	343	38	1446	1	1	15	0.043731778425655975	38.05263157894737	8	3
4656285	1804817	35429	1446	131	1	1	0	0.0	0.09059474412171507	44	0
2533794	641970	78	74	36	1	1	0	0.0	0.4864864864864865	11	0
3298129	1656175	312	16	42	1	1	0	0.0	2.625	0	0
3779776	4266216	110	136	9	1	1	0	0.0	0.0661764705882353	0	0
646688	850193	243	115	252	1	1	34	0.13991769547325103	2.1913043478260867	37	32
850193	2681544	384	252	74	1	1	0	0.0	0.29365079365079366	10	0
1405177	2343253	508	52	1882	1	1	20	0.03937007874015748	36.19230769230769	11	6
2343253	3018422	86403	1882	4	1	1	0	0.0	0.0021253985122210413	1	0
2199673	3180057	2496	118	73	1	1	0	0.0	0.6186440677966102	8	0
2770705	4226284	26	1	755	1	1	13	0.5	755.0	11	0
4226284	824061	82	755	15	1	1	0	0.0	0.019867549668874173	0	0
4363528	3232574	64	15	6	1	1	0	0.0	0.4	0	0
187866	1117931	263	37	32	1	1	0	0.0	0.8648648648648649	2	0
974734	2289611	6	3	147	1	1	4	0.6666666666666666	49.0	4	3
2289611	2437017	14	147	82	1	1	12	0.8571428571428571	0.5578231292517006	10	34
2437017	815321	66	82	8	1	1	28	0.42424242424242425	0.0975609756097561	3	26
815321	661185	49	8	250	1	1	33	0.673469387755102	31.25	33	5
661185	2972718	206	250	4	1	1	0	0.0	0.016	0	1
658737	4710604	262	42	664	1	1	0	0.0	15.80952380952381	2	0
1834369	3915152	1550	76	1	1	1	0	0.0	0.013157894736842105	0	0
4706421	3992118	199	81	16	1	1	0	0.0	0.19753086419753085	8	0
4179760	916936	253	13	57	1	1	14	0.05533596837944664	4.384615384615385	0	1
916936	2300104	458	57	65	1	1	62	0.13537117903930132	1.1403508771929824	6	11
2300104	510272	1453	65	249	1	1	0	0.0	3.830769230769231	24	0
3394671	1153320	107	6	1	1	1	0	0.0	0.16666666666666666	0	0
323672	925886	24	3	548	1	1	3	0.125	182.66666666666666	6	0
1643894	1802632	208	10	1	1	1	0	0.0	0.1	0	0
1075576	102686	453	85	32	1	1	0	0.0	0.3764705882352941	12	0
2293763	3454483	1	3	1	1	1	0	0.0	0.3333333333333333	0	0
995616	1402455	12	8	99	1	1	5	0.4166666666666667	12.375	4	0
1402455	402638	49	99	225	1	1	10	0.20408163265306123	2.272727272727273	14	10
402638	3516555	22	225	218	1	1	7	0.3181818181818182	0.9688888888888889	11	4
3516555	1986249	25	218	12	1	1	0	0.0	0.05504587155963303	1	0
743326	916514	569	38	1	1	1	0	0.0	0.02631578947368421	0	0
4845060	2494444	250	32	399	1	1	0	0.0	12.46875	12	0
176070	2439922	600	39	88	1	1	0	0.0	2.2564102564102564	9	0
4547539	4185257	3195	206	35	1	1	0	0.0	0.16990291262135923	19	0
1560976	3779877	307	19	7	1	1	0	0.0	0.3684210526315789	4	0
2755468	3218379	15	20	27	1	1	14	0.9333333333333333	1.35	11	18
3218379	1891283	66	27	8	1	1	0	0.0	0.2962962962962963	0	0
3047346	4807641	640	74	5	1	1	0	0.0	0.06756756756756757	2	0
389385	1524917	78	2	427	1	1	0	0.0	213.5	3	0
395249	2181760	702	59	171	1	1	0	0.0	2.8983050847457625	31	0
1190310	4430563	363	9	11	1	1	0	0.0	1.2222222222222223	1	0
3747320	2242180	218	19	323	1	1	0	0.0	17.0	3	0
2454978	1230589	175	57	124	1	1	11	0.06285714285714286	2.175438596491228	7	4
1230589	359609	518	124	294	1	1	0	0.0	2.370967741935484	14	0
1537459	3115867	75	16	1350	1	1	6	0.08	84.375	6	3
3115867	224368	61238	1350	8	1	1	0	0.0	0.005925925925925926	3	0
3768275	3271484	254	91	1507	1	1	24	0.09448818897637795	16.560439560439562	24	15
3271484	2682150	34095	1507	53	1	1	0	0.0	0.035169210351692105	32	0
1168405	2471981	252	18	4	1	1	0	0.0	0.2222222222222222	1	0
991184	615681	65	18	16	1	1	0	0.0	0.8888888888888888	6	0
1287372	1068032	216	120	35	1	1	49	0.22685185185185186	0.2916666666666667	15	43
1068032	752912	115	35	17	1	1	0	0.0	0.4857142857142857	12	0
1671376	966820	2451	64	1	1	1	0	0.0	0.015625	0	0
2631767	2967345	285	38	13	1	1	0	0.0	0.34210526315789475	5	0
3047201	1609785	140	231	29	1	1	0	0.0	0.12554112554112554	6	0
3946069	4030529	77	15	299	1	1	25	0.3246753246753247	19.933333333333334	7	3
4030529	1828528	3324	299	8	1	1	7	0.00210589651022864	0.026755852842809364	0	0
1828528	2347398	282	8	2	1	1	0	0.0	0.25	0	0
4033011	76358	187	11	150	1	1	0	0.0	13.636363636363637	4	0
3075383	2025680	87	16	4	1	1	0	0.0	0.25	0	0
3672710	3023674	33	9	1637	1	1	2	0.06060606060606061	181.88888888888889	2	2
3023674	4027460	59	1637	2951	1	1	2	0.03389830508474576	1.8026878436163714	14	6
4027460	4074251	554	2951	10	1	1	0	0.0	0.003388681802778719	3	0
1167806	1111204	858	79	165	1	1	0	0.0	2.088607594936709	31	0
4823901	2452808	236	49	9	1	1	0	0.0	0.1836734693877551	0	0
3300806	4725490	517	46	72	1	1	0	0.0	1.565217391304348	5	0
452761	1207238	3160	59	14	1	1	0	0.0	0.23728813559322035	5	0
3528789	1613777	91	6	1	1	1	0	0.0	0.16666666666666666	0	0
2811561	2114002	182	63	7	1	1	0	0.0	0.1111111111111111	0	0
2442398	3900384	185	66	71	1	1	0	0.0	1.0757575757575757	7	0
2307868	2104166	38778	1131	9	1	1	0	0.0	0.007957559681697613	5	0
676096	2334539	34	75	295	1	1	0	0.0	3.933333333333333	4	0
429643	1522730	19669	767	15	1	1	0	0.0	0.01955671447196871	11	0
975201	372297	164	6	3	1	1	0	0.0	0.5	1	0
4523384	302513	2	1	1	1	1	0	0.0	1.0	0	0
2320576	3117140	420	56	32	1	1	0	0.0	0.5714285714285714	5	0
2247286	3687762	61	45	627	1	1	22	0.36065573770491804	13.933333333333334	28	19
3687762	2685765	3168	627	550	1	1	0	0.0	0.8771929824561403	98	0
558216	369071	85	10	17	1	1	9	0.10588235294117647	1.7	0	1
369071	376521	34	17	504	1	1	7	0.20588235294117646	29.647058823529413	11	0
376521	409457	133	504	5	1	1	0	0.0	0.00992063492063492	0	0
2798985	4447188	330	30	75	1	1	0	0.0	2.5	8	0
3896019	1251882	161	95	3	1	1	0	0.0	0.031578947368421054	1	0
2398291	4613956	324	14	263	1	1	0	0.0	18.785714285714285	8	0
319124	2600253	80	20	148	1	1	10	0.125	7.4	6	3
2600253	2758895	652	148	22	1	1	0	0.0	0.14864864864864866	5	0
3849126	1868559	227	10	121	1	1	3	0.013215859030837005	12.1	1	0
1868559	3902639	27	121	165	1	1	0	0.0	1.3636363636363635	2	0
4735912	1496307	28	2	1	1	1	0	0.0	0.5	0	0
3552708	2839760	523	45	207	1	1	0	0.0	4.6	5	0
2073472	3448163	586	90	64	1	1	0	0.0	0.7111111111111111	16	0
4737700	2816680	74	15	3	1	1	0	0.0	0.2	0	0
4229482	200455	1285	182	6	1	1	0	0.0	0.03296703296703297	2	0
1026542	623364	26	2	6	1	1	21	0.8076923076923077	3.0	1	1
623364	3207858	168	6	119	1	1	0	0.0	19.833333333333332	8	0
2132225	2397233	140	7	166	1	1	0	0.0	23.714285714285715	0	0
2190221	4535241	1659	228	227	1	1	111	0.06690777576853527	0.9956140350877193	44	18
4535241	4238451	587	227	1643	1	1	1	0.0017035775127768314	7.237885462555066	19	1
4238451	3539751	54	1643	43	1	1	0	0.0	0.026171637248934874	3	0
4147162	1367976	95	8	1	1	1	0	0.0	0.125	0	0
4709247	2527081	1	14	1	1	1	0	0.0	0.07142857142857142	0	0
1153183	2709652	168	43	335	1	1	10	0.05952380952380952	7.790697674418604	8	6
2709652	4165767	3238	335	2	1	1	0	0.0	0.005970149253731343	0	0
2172036	3021609	109	16	47	1	1	0	0.0	2.9375	2	0
1127544	1116703	130	67	533	1	1	21	0.16153846153846155	7.955223880597015	22	20
3759853	3549801	16331	451	16	1	1	0	0.0	0.03547671840354767	5	0
4759269	3638272	27	2	2022	1	1	3	0.1111111111111111	1011.0	1	1
3638272	4753711	383713	2022	1	1	1	0	0.0	0.0004945598417408506	0	0
4156257	2343253	113	63	1882	1	1	15	0.13274336283185842	29.873015873015873	13	12
2343253	266034	86403	1882	2	1	1	0	0.0	0.0010626992561105207	1	0
1730094	1453119	621	71	24	1	1	4	0.00644122383252818	0.3380281690140845	3	0
1453119	3842148	29	24	719	1	1	7	0.2413793103448276	29.958333333333332	3	10
3842148	1641336	11430	719	6	1	1	0	0.0	0.008344923504867872	5	0
2540404	4762204	14	4	2239	1	1	2	0.14285714285714285	559.75	2	3
4762204	1001891	4519	2239	85	1	1	12	0.0026554547466253594	0.03796337650736936	24	0
1001891	2516371	41	85	20	1	1	0	0.0	0.23529411764705882	1	0
1034814	819792	3359	117	69	1	1	0	0.0	0.5897435897435898	16	0
3474744	364258	37	2	1	1	1	0	0.0	0.5	0	0
4828460	3023333	31	15	7	1	1	0	0.0	0.4666666666666667	3	0
1633782	3948037	91	41	67	1	1	44	0.4835164835164835	1.6341463414634145	22	21
3948037	746752	354	67	56	1	1	0	0.0	0.835820895522388	22	0
2202417	2642498	161	163	2	1	1	0	0.0	0.012269938650306749	0	0
214433	253963	531	340	126	1	1	0	0.0	0.37058823529411766	19	0
4848784	3085008	139	12	7	1	1	0	0.0	0.5833333333333334	0	0
740370	2483187	613	97	31	1	1	0	0.0	0.31958762886597936	2	0
4071756	2981380	309	27	1	1	1	0	0.0	0.037037037037037035	0	0
2723775	2731550	16	83	25	1	1	9	0.5625	0.30120481927710846	1	9
2731550	3757536	73	25	189	1	1	7	0.0958904109589041	7.56	5	1
3757536	2353305	120	189	274	1	1	0	0.0	1.4497354497354498	0	0
2353305	1157769	7	274	38	1	1	5	0.7142857142857143	0.1386861313868613	0	6
1157769	385042	99	38	7	1	1	0	0.0	0.18421052631578946	1	0
1237709	737879	230	90	9	1	1	0	0.0	0.1	4	0
3914634	3365446	19	3	11	1	1	0	0.0	3.6666666666666665	0	0
4520848	25593	45	20	1914	1	1	8	0.17777777777777778	95.7	8	2
25593	711347	502	1914	37	1	1	27	0.053784860557768925	0.019331243469174503	13	20
711347	194265	129	37	82	1	1	23	0.17829457364341086	2.2162162162162162	6	10
194265	4131002	677	82	107	1	1	0	0.0	1.3048780487804879	7	0
1568533	4855480	99	42	2921	1	1	4	0.04040404040404041	69.54761904761905	5	2
4855480	1262094	163	2921	145	1	1	15	0.09202453987730061	0.04964053406367682	8	33
1262094	4586112	243	145	10	1	1	0	0.0	0.06896551724137931	0	0
2436380	3364907	6	4	1	1	1	0	0.0	0.25	0	0
2484713	2780128	579	111	134	1	1	0	0.0	1.2072072072072073	30	0
1308993	930718	30	6	35	1	1	0	0.0	5.833333333333333	3	0
1664132	4628797	25	3	392	1	1	2	0.08	130.66666666666666	0	0
4628797	245773	30	392	88	1	1	0	0.0	0.22448979591836735	3	0
1419471	1252520	171	4	1443	1	1	4	0.023391812865497075	360.75	8	1
1252520	521431	26	1443	118	1	1	0	0.0	0.08177408177408177	1	0
3841740	2061335	69	17	54	1	1	0	0.0	3.176470588235294	1	0
2075818	2701079	376	44	14	1	1	0	0.0	0.3181818181818182	2	0
4785262	2775869	47	9	2	1	1	0	0.0	0.2222222222222222	0	0
3655780	3862610	1301	342	95	1	1	49	0.03766333589546503	0.2777777777777778	23	25
3862610	2425153	864	95	513	1	1	0	0.0	5.4	15	0
3051521	725504	68	3	4	1	1	0	0.0	1.3333333333333333	1	0
1687037	211397	82	26	1	1	1	0	0.0	0.038461538461538464	0	0
3849982	2760277	494	84	508	1	1	16	0.032388663967611336	6.0476190476190474	37	6
2760277	3756061	290	508	48	1	1	0	0.0	0.09448818897637795	5	0
1098429	2310973	160	121	3	1	1	0	0.0	0.024793388429752067	1	0
1965328	3259960	14	52	7	1	1	0	0.0	0.1346153846153846	0	0
2121433	3670982	661	18	8	1	1	0	0.0	0.4444444444444444	3	0
842600	2335027	5	6	213	1	1	2	0.4	35.5	4	0
2335027	151344	89	213	106	1	1	24	0.2696629213483146	0.49765258215962443	26	28
151344	1737397	101	106	378	1	1	33	0.32673267326732675	3.5660377358490565	38	41
472438	1988680	227	42	6	1	1	0	0.0	0.14285714285714285	0	0
2217487	1136395	71	8	475	1	1	2	0.028169014084507043	59.375	3	0
1136395	3962317	72	475	2	1	1	0	0.0	0.004210526315789474	0	0
4217831	3468145	1212	40	13	1	1	0	0.0	0.325	1	0
2015788	213284	321	37	33	1	1	6	0.018691588785046728	0.8918918918918919	1	1
213284	158492	110	33	85	1	1	9	0.08181818181818182	2.5757575757575757	2	2
158492	3245645	1069	85	47	1	1	0	0.0	0.5529411764705883	24	0
2026247	3357481	92	32	75	1	1	0	0.0	2.34375	5	0
1344871	232081	27	6	9	1	1	0	0.0	1.5	3	0
1721946	581535	158	45	1283	1	1	47	0.2974683544303797	28.511111111111113	39	25
581535	1297747	8414	1283	10	1	1	0	0.0	0.00779423226812159	2	0
4490466	4069621	197	123	2	1	1	0	0.0	0.016260162601626018	0	0
188027	3846797	112	33	317	1	1	0	0.0	9.606060606060606	6	0
2591915	2862019	19	5	903	1	1	3	0.15789473684210525	180.6	4	1
1221281	2087145	1378	133	161	1	1	0	0.0	1.2105263157894737	25	0
